GMA,https://www.gmanetwork.com/news/serbisyopubliko/walangpasok/919312/class-suspensions-for-thursday-september-5-2024/story/
Rappler,https://www.rappler.com/philippines/class-suspensions-walang-pasok-september-5-2024/
Philstar,https://www.philstar.com/headlines/2024/09/05/2383045/walang-pasok-class-suspensions-september-5-due-enteng-habagat
